,Algorithm,u,n,d,rho,mean,cov,r,run,error
185,PLAN-NOSCALE,"(-25600.0, 25600.0)",10000,512,0.0625,10,STRATEGY_ZIPF_SKEWED,0.0,46,0.4342380093024571
186,Instance optimal,"(-25600.0, 25600.0)",10000,512,0.0625,10,STRATEGY_ZIPF_SKEWED,0.0,46,0.42480661767663913
187,Empirical mean (non-private),"(-25600.0, 25600.0)",10000,512,0.0625,10,STRATEGY_ZIPF_SKEWED,0.0,46,0.24287412864273653
188,PLAN-E-ULTIMATE++,"(-25600.0, 25600.0)",10000,512,0.0625,10,STRATEGY_ZIPF_SKEWED,0.0,47,0.47406089852101396
189,PLAN-NOSCALE,"(-25600.0, 25600.0)",10000,512,0.0625,10,STRATEGY_ZIPF_SKEWED,0.0,47,0.40986562131668214
190,Instance optimal,"(-25600.0, 25600.0)",10000,512,0.0625,10,STRATEGY_ZIPF_SKEWED,0.0,47,0.42167276281390526
191,Empirical mean (non-private),"(-25600.0, 25600.0)",10000,512,0.0625,10,STRATEGY_ZIPF_SKEWED,0.0,47,0.22652461956319137
192,PLAN-E-ULTIMATE++,"(-25600.0, 25600.0)",10000,512,0.0625,10,STRATEGY_ZIPF_SKEWED,0.0,48,0.4881624884203151
193,PLAN-NOSCALE,"(-25600.0, 25600.0)",10000,512,0.0625,10,STRATEGY_ZIPF_SKEWED,0.0,48,0.39628675222718157
194,Instance optimal,"(-25600.0, 25600.0)",10000,512,0.0625,10,STRATEGY_ZIPF_SKEWED,0.0,48,0.40199613072959123
195,Empirical mean (non-private),"(-25600.0, 25600.0)",10000,512,0.0625,10,STRATEGY_ZIPF_SKEWED,0.0,48,0.23142920949054147
196,PLAN-E-ULTIMATE++,"(-25600.0, 25600.0)",10000,512,0.0625,10,STRATEGY_ZIPF_SKEWED,0.0,49,0.46985437076019776
197,PLAN-NOSCALE,"(-25600.0, 25600.0)",10000,512,0.0625,10,STRATEGY_ZIPF_SKEWED,0.0,49,0.4008713800824792
198,Instance optimal,"(-25600.0, 25600.0)",10000,512,0.0625,10,STRATEGY_ZIPF_SKEWED,0.0,49,0.4200663355716073
199,Empirical mean (non-private),"(-25600.0, 25600.0)",10000,512,0.0625,10,STRATEGY_ZIPF_SKEWED,0.0,49,0.21777976994911763
0,PLAN-E-ULTIMATE++,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,0,0.36885981465928547
1,PLAN-NOSCALE,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,0,0.34431722289374705
2,Instance optimal,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,0,0.34546990390068316
3,Empirical mean (non-private),"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,0,0.23083197493167915
4,PLAN-E-ULTIMATE++,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,1,0.37844672942707225
5,PLAN-NOSCALE,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,1,0.35325887590033483
6,Instance optimal,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,1,0.3353725645666345
7,Empirical mean (non-private),"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,1,0.22066643173729641
8,PLAN-E-ULTIMATE++,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,2,0.3696485040603195
9,PLAN-NOSCALE,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,2,0.3359706170612955
10,Instance optimal,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,2,0.330551572683072
11,Empirical mean (non-private),"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,2,0.22530448685851803
12,PLAN-E-ULTIMATE++,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,3,0.38092399148095685
13,PLAN-NOSCALE,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,3,0.37651583212423567
14,Instance optimal,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,3,0.340895595245238
15,Empirical mean (non-private),"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,3,0.22992189010894923
16,PLAN-E-ULTIMATE++,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,4,0.37179289080104255
17,PLAN-NOSCALE,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,4,0.3470709779798627
18,Instance optimal,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,4,0.35146098740403053
19,Empirical mean (non-private),"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,4,0.22115804395801783
20,PLAN-E-ULTIMATE++,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,5,0.35123043308432694
21,PLAN-NOSCALE,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,5,0.3317154918550502
22,Instance optimal,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,5,0.3504703503054545
23,Empirical mean (non-private),"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,5,0.2103861250589481
24,PLAN-E-ULTIMATE++,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,6,0.3727965903397163
25,PLAN-NOSCALE,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,6,0.35898024211494833
26,Instance optimal,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,6,0.36500995882662424
27,Empirical mean (non-private),"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,6,0.23950454713478164
28,PLAN-E-ULTIMATE++,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,7,0.3732909846075884
29,PLAN-NOSCALE,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,7,0.3388450570219514
30,Instance optimal,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,7,0.318428721888579
31,Empirical mean (non-private),"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,7,0.22734114015561654
32,PLAN-E-ULTIMATE++,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,8,0.3662918667063837
33,PLAN-NOSCALE,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,8,0.3583589262142363
34,Instance optimal,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,8,0.34487831976665817
35,Empirical mean (non-private),"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,8,0.21349934337180507
36,PLAN-E-ULTIMATE++,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,9,0.3654797675725591
37,PLAN-NOSCALE,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,9,0.3395049376679374
38,Instance optimal,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,9,0.339402282521294
39,Empirical mean (non-private),"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,9,0.22390332214517172
40,PLAN-E-ULTIMATE++,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,10,0.3590159977674758
41,PLAN-NOSCALE,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,10,0.33612745652063897
42,Instance optimal,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,10,0.33064998003501156
43,Empirical mean (non-private),"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,10,0.22062817142935248
44,PLAN-E-ULTIMATE++,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,11,0.37719469708672065
45,PLAN-NOSCALE,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,11,0.35096787754678577
46,Instance optimal,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,11,0.33924025574457856
47,Empirical mean (non-private),"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,11,0.22164562671986213
48,PLAN-E-ULTIMATE++,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,12,0.3679572379058394
49,PLAN-NOSCALE,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,12,0.3581146494098887
50,Instance optimal,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,12,0.33210794857152603
51,Empirical mean (non-private),"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,12,0.22018843018378137
52,PLAN-E-ULTIMATE++,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,13,0.35755341894688375
53,PLAN-NOSCALE,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,13,0.33982468307231184
54,Instance optimal,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,13,0.3418472818859342
55,Empirical mean (non-private),"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,13,0.22474085897249077
56,PLAN-E-ULTIMATE++,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,14,0.35968937635910314
57,PLAN-NOSCALE,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,14,0.33625508101051166
58,Instance optimal,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,14,0.3263558240459177
59,Empirical mean (non-private),"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,14,0.21991354803037289
60,PLAN-E-ULTIMATE++,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,15,0.3489172594277012
61,PLAN-NOSCALE,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,15,0.3466762870857759
62,Instance optimal,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,15,0.32779859808608436
63,Empirical mean (non-private),"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,15,0.21402117800381054
64,PLAN-E-ULTIMATE++,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,16,0.3564131629085781
65,PLAN-NOSCALE,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,16,0.33580750714916124
66,Instance optimal,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,16,0.3136304301802549
67,Empirical mean (non-private),"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,16,0.20920490583700735
68,PLAN-E-ULTIMATE++,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,17,0.38697631308649355
69,PLAN-NOSCALE,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,17,0.3266918573217077
70,Instance optimal,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,17,0.33934650177367076
71,Empirical mean (non-private),"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,17,0.23439683420730448
72,PLAN-E-ULTIMATE++,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,18,0.3823776055294356
73,PLAN-NOSCALE,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,18,0.35303099450406067
74,Instance optimal,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,18,0.3536538835997016
75,Empirical mean (non-private),"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,18,0.22862821449457713
76,PLAN-E-ULTIMATE++,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,19,0.37916278644740714
77,PLAN-NOSCALE,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,19,0.34488127970508375
78,Instance optimal,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,19,0.3175157699144866
79,Empirical mean (non-private),"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,19,0.2271603762131457
80,PLAN-E-ULTIMATE++,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,20,0.3687253939602725
81,PLAN-NOSCALE,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,20,0.3464951188226494
82,Instance optimal,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,20,0.3251883768288295
83,Empirical mean (non-private),"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,20,0.2121586837126195
84,PLAN-E-ULTIMATE++,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,21,0.34826045688017243
85,PLAN-NOSCALE,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,21,0.3434983494213041
86,Instance optimal,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,21,0.332086693110121
87,Empirical mean (non-private),"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,21,0.21945291629155833
88,PLAN-E-ULTIMATE++,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,22,0.36654368721108016
89,PLAN-NOSCALE,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,22,0.3560826217846602
90,Instance optimal,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,22,0.3473562979947419
91,Empirical mean (non-private),"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,22,0.2188337287485997
92,PLAN-E-ULTIMATE++,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,23,0.36686112422040185
93,PLAN-NOSCALE,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,23,0.3587772004989298
94,Instance optimal,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,23,0.3402566572820346
95,Empirical mean (non-private),"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,23,0.23313643838170528
96,PLAN-E-ULTIMATE++,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,24,0.38859072812571965
97,PLAN-NOSCALE,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,24,0.35940085576835423
98,Instance optimal,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,24,0.3401593106815446
99,Empirical mean (non-private),"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,24,0.2321889226768362
100,PLAN-E-ULTIMATE++,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,25,0.3809158965317317
101,PLAN-NOSCALE,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,25,0.3295694514669768
102,Instance optimal,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,25,0.34897532652374635
103,Empirical mean (non-private),"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,25,0.22858421274234958
104,PLAN-E-ULTIMATE++,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,26,0.3755765124963686
105,PLAN-NOSCALE,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,26,0.35215331741816736
106,Instance optimal,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,26,0.352474881279905
107,Empirical mean (non-private),"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,26,0.23083845090979868
108,PLAN-E-ULTIMATE++,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,27,0.3816322798758051
109,PLAN-NOSCALE,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,27,0.35500949565234663
110,Instance optimal,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,27,0.3535550004614366
111,Empirical mean (non-private),"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,27,0.2356103015666759
112,PLAN-E-ULTIMATE++,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,28,0.36793918744254367
113,PLAN-NOSCALE,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,28,0.3535636135521328
114,Instance optimal,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,28,0.3141629191777814
115,Empirical mean (non-private),"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,28,0.2230880875570479
116,PLAN-E-ULTIMATE++,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,29,0.3567828806368595
117,PLAN-NOSCALE,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,29,0.3555526218732847
118,Instance optimal,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,29,0.3351057617515804
119,Empirical mean (non-private),"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,29,0.22786894169734673
120,PLAN-E-ULTIMATE++,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,30,0.37990417847375335
121,PLAN-NOSCALE,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,30,0.35215710469688855
122,Instance optimal,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,30,0.33382269256654895
123,Empirical mean (non-private),"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,30,0.2269208166391045
124,PLAN-E-ULTIMATE++,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,31,0.3542112915714499
125,PLAN-NOSCALE,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,31,0.32960243638936015
126,Instance optimal,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,31,0.3345279471702969
127,Empirical mean (non-private),"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,31,0.22390838976982008
128,PLAN-E-ULTIMATE++,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,32,0.37133414604663467
129,PLAN-NOSCALE,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,32,0.3589626692177882
130,Instance optimal,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,32,0.3651732316305147
131,Empirical mean (non-private),"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,32,0.2318719302464803
132,PLAN-E-ULTIMATE++,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,33,0.3598925224405403
133,PLAN-NOSCALE,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,33,0.3313135220963738
134,Instance optimal,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,33,0.3455390895234516
135,Empirical mean (non-private),"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,33,0.21329617941152204
136,PLAN-E-ULTIMATE++,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,34,0.3865037570807811
137,PLAN-NOSCALE,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,34,0.3379280830294663
138,Instance optimal,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,34,0.3196858374365307
139,Empirical mean (non-private),"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,34,0.2294146467327664
140,PLAN-E-ULTIMATE++,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,35,0.3777082642291745
141,PLAN-NOSCALE,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,35,0.3623160727093704
142,Instance optimal,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,35,0.34243828579827584
143,Empirical mean (non-private),"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,35,0.21748588117557688
144,PLAN-E-ULTIMATE++,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,36,0.36220173640031783
145,PLAN-NOSCALE,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,36,0.36044747466260874
146,Instance optimal,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,36,0.3289767946489152
147,Empirical mean (non-private),"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,36,0.22558595703985423
148,PLAN-E-ULTIMATE++,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,37,0.3668446028441103
149,PLAN-NOSCALE,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,37,0.34242327193334665
150,Instance optimal,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,37,0.33416984400279925
151,Empirical mean (non-private),"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,37,0.22787556288369895
152,PLAN-E-ULTIMATE++,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,38,0.3715112056430207
153,PLAN-NOSCALE,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,38,0.35858453419913944
154,Instance optimal,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,38,0.3336827137302176
155,Empirical mean (non-private),"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,38,0.23314921056504903
156,PLAN-E-ULTIMATE++,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,39,0.35758023114830473
157,PLAN-NOSCALE,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,39,0.3539985130395771
158,Instance optimal,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,39,0.3415355986535558
159,Empirical mean (non-private),"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,39,0.23364916769598273
160,PLAN-E-ULTIMATE++,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,40,0.37619358176855094
161,PLAN-NOSCALE,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,40,0.3434210916564425
162,Instance optimal,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,40,0.3335540307666334
163,Empirical mean (non-private),"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,40,0.23175954728482293
164,PLAN-E-ULTIMATE++,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,41,0.38177983930103093
165,PLAN-NOSCALE,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,41,0.3494433037231725
166,Instance optimal,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,41,0.3362646914667316
167,Empirical mean (non-private),"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,41,0.22598607132701726
168,PLAN-E-ULTIMATE++,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,42,0.34738446010114266
169,PLAN-NOSCALE,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,42,0.33878316489414473
170,Instance optimal,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,42,0.3289697410522122
171,Empirical mean (non-private),"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,42,0.21084362018856234
172,PLAN-E-ULTIMATE++,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,43,0.3693875113732768
173,PLAN-NOSCALE,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,43,0.34669028910741706
174,Instance optimal,"(-25600.0, 25600.0)",10000,512,0.125,10,STRATEGY_ZIPF_SKEWED,0.0,43,0.3446873758635165
