,Algorithm,u,n,d,rho,mean,cov,r,run,error
14,Instance optimal,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,3,0.066675732861694
15,Empirical mean (non-private),"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,3,0.06940741644666337
16,PLAN-E-ULTIMATE++,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,4,0.0831359730836414
17,PLAN-NOSCALE,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,4,0.11133971631357874
18,Instance optimal,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,4,0.08596547477364248
19,Empirical mean (non-private),"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,4,0.08437455728377896
20,PLAN-E-ULTIMATE++,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,5,0.059471302576282414
21,PLAN-NOSCALE,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,5,0.060509139084872966
22,Instance optimal,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,5,0.06214796074840561
23,Empirical mean (non-private),"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,5,0.06208417589474117
24,PLAN-E-ULTIMATE++,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,6,0.08744226328231315
25,PLAN-NOSCALE,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,6,0.08776876524678115
26,Instance optimal,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,6,0.08927009853387687
27,Empirical mean (non-private),"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,6,0.08713337224194871
28,PLAN-E-ULTIMATE++,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,7,0.05776556022407143
29,PLAN-NOSCALE,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,7,0.054895348599611274
30,Instance optimal,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,7,0.050722013385172376
31,Empirical mean (non-private),"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,7,0.04853606149072031
32,PLAN-E-ULTIMATE++,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,8,0.06739266834624613
33,PLAN-NOSCALE,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,8,0.0915648482314219
34,Instance optimal,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,8,0.07422371562050019
35,Empirical mean (non-private),"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,8,0.06519329362561775
36,PLAN-E-ULTIMATE++,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,9,0.05852032287513817
37,PLAN-NOSCALE,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,9,0.061956447813086006
38,Instance optimal,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,9,0.052929536080786085
39,Empirical mean (non-private),"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,9,0.05089924790936016
40,PLAN-E-ULTIMATE++,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,10,0.07646746049997691
41,PLAN-NOSCALE,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,10,0.07578235681225118
42,Instance optimal,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,10,0.06529927207959717
43,Empirical mean (non-private),"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,10,0.06713411188404574
44,PLAN-E-ULTIMATE++,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,11,0.07931037802917623
45,PLAN-NOSCALE,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,11,0.08385341902122817
46,Instance optimal,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,11,0.1451271927359285
47,Empirical mean (non-private),"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,11,0.0740792533339187
48,PLAN-E-ULTIMATE++,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,12,0.060005903562083546
49,PLAN-NOSCALE,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,12,0.08267454235328449
50,Instance optimal,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,12,0.05856243286385439
51,Empirical mean (non-private),"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,12,0.05847435859498424
52,PLAN-E-ULTIMATE++,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,13,0.047060958122013864
53,PLAN-NOSCALE,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,13,0.07579238076371897
54,Instance optimal,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,13,0.05277080886645777
55,Empirical mean (non-private),"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,13,0.04805659355361901
56,PLAN-E-ULTIMATE++,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,14,0.06742680373343957
57,PLAN-NOSCALE,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,14,0.07818779718883034
58,Instance optimal,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,14,0.05983971007354773
59,Empirical mean (non-private),"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,14,0.05980141478316186
60,PLAN-E-ULTIMATE++,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,15,0.049523330067857196
61,PLAN-NOSCALE,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,15,0.05223517343986922
62,Instance optimal,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,15,0.061763007496952606
63,Empirical mean (non-private),"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,15,0.056163844926108736
64,PLAN-E-ULTIMATE++,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,16,0.06234486155908743
65,PLAN-NOSCALE,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,16,0.07101401036804622
66,Instance optimal,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,16,0.06262402834864313
67,Empirical mean (non-private),"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,16,0.06053709416040939
68,PLAN-E-ULTIMATE++,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,17,0.06284859577518377
69,PLAN-NOSCALE,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,17,0.09774772716342507
70,Instance optimal,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,17,0.07008928374810189
71,Empirical mean (non-private),"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,17,0.06805456816877556
72,PLAN-E-ULTIMATE++,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,18,0.08008572587839569
73,PLAN-NOSCALE,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,18,0.08867546201043416
74,Instance optimal,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,18,0.08205258779857287
75,Empirical mean (non-private),"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,18,0.07762813023381519
76,PLAN-E-ULTIMATE++,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,19,0.06678274445011015
77,PLAN-NOSCALE,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,19,0.07371434150855187
78,Instance optimal,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,19,0.06663229337396985
79,Empirical mean (non-private),"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,19,0.07177179422382685
80,PLAN-E-ULTIMATE++,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,20,0.049109557065131135
81,PLAN-NOSCALE,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,20,0.05766900382750943
82,Instance optimal,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,20,0.04886904421286499
83,Empirical mean (non-private),"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,20,0.048830246039501826
84,PLAN-E-ULTIMATE++,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,21,0.06774560137931204
85,PLAN-NOSCALE,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,21,0.07420929002706624
86,Instance optimal,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,21,0.0719775096057569
87,Empirical mean (non-private),"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,21,0.06880011504614712
88,PLAN-E-ULTIMATE++,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,22,0.04895463695751905
89,PLAN-NOSCALE,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,22,0.06212138992685227
90,Instance optimal,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,22,0.03943081755732346
91,Empirical mean (non-private),"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,22,0.04201133271036279
92,PLAN-E-ULTIMATE++,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,23,0.0839748474151597
93,PLAN-NOSCALE,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,23,0.08250516341144831
94,Instance optimal,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,23,0.11710669108841767
95,Empirical mean (non-private),"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,23,0.07417821701425693
96,PLAN-E-ULTIMATE++,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,24,0.06975709971357415
97,PLAN-NOSCALE,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,24,0.06959502390081573
98,Instance optimal,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,24,0.06870726140066441
99,Empirical mean (non-private),"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,24,0.0616855967987626
100,PLAN-E-ULTIMATE++,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,25,0.06402555639040898
101,PLAN-NOSCALE,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,25,0.07567877097979446
102,Instance optimal,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,25,0.06503565086272119
103,Empirical mean (non-private),"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,25,0.05905437254995581
104,PLAN-E-ULTIMATE++,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,26,0.06808833114090741
105,PLAN-NOSCALE,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,26,0.0680789905266018
106,Instance optimal,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,26,0.06417358657912331
107,Empirical mean (non-private),"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,26,0.06462057878672584
108,PLAN-E-ULTIMATE++,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,27,0.07839073643428261
109,PLAN-NOSCALE,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,27,0.0974564274998108
110,Instance optimal,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,27,0.07339964691190407
111,Empirical mean (non-private),"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,27,0.07216150563240435
112,PLAN-E-ULTIMATE++,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,28,0.07376344805194582
113,PLAN-NOSCALE,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,28,0.0912406586261479
114,Instance optimal,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,28,0.07528045092722756
115,Empirical mean (non-private),"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,28,0.0748568984789598
116,PLAN-E-ULTIMATE++,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,29,0.052806431677012614
117,PLAN-NOSCALE,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,29,0.06343368606353784
118,Instance optimal,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,29,0.05187969677380622
119,Empirical mean (non-private),"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,29,0.05145600157369623
120,PLAN-E-ULTIMATE++,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,30,0.0728821185602488
121,PLAN-NOSCALE,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,30,0.07339471615967065
122,Instance optimal,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,30,0.07755941754048525
123,Empirical mean (non-private),"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,30,0.07370596629847682
124,PLAN-E-ULTIMATE++,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,31,0.0663119092844989
125,PLAN-NOSCALE,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,31,0.07686704597126759
126,Instance optimal,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,31,0.07114057891401156
127,Empirical mean (non-private),"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,31,0.06379282619356445
128,PLAN-E-ULTIMATE++,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,32,0.09689291020641698
129,PLAN-NOSCALE,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,32,0.12209433702067896
130,Instance optimal,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,32,0.0884553038980746
131,Empirical mean (non-private),"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,32,0.09372733547871179
132,PLAN-E-ULTIMATE++,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,33,0.06125391614096029
133,PLAN-NOSCALE,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,33,0.04636823799866438
134,Instance optimal,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,33,0.05814448976580903
135,Empirical mean (non-private),"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,33,0.056354450433871654
136,PLAN-E-ULTIMATE++,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,34,0.08571363316813041
137,PLAN-NOSCALE,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,34,0.09212608941288111
138,Instance optimal,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,34,0.08117941677521855
139,Empirical mean (non-private),"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,34,0.08153359884068999
140,PLAN-E-ULTIMATE++,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,35,0.07145414868952359
141,PLAN-NOSCALE,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,35,0.08754844504526652
142,Instance optimal,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,35,0.07817678476187111
143,Empirical mean (non-private),"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,35,0.07467721057324953
144,PLAN-E-ULTIMATE++,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,36,0.04283013113099063
145,PLAN-NOSCALE,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,36,0.04331652074413528
146,Instance optimal,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,36,0.03907554044023972
147,Empirical mean (non-private),"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,36,0.03830140587046038
148,PLAN-E-ULTIMATE++,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,37,0.07172676837998798
149,PLAN-NOSCALE,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,37,0.0708514631810965
150,Instance optimal,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,37,0.06856041842311539
151,Empirical mean (non-private),"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,37,0.06525858129161784
152,PLAN-E-ULTIMATE++,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,38,0.06819063335348984
153,PLAN-NOSCALE,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,38,0.06235496878665224
154,Instance optimal,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,38,0.07187171111243049
155,Empirical mean (non-private),"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,38,0.06391004378870492
156,PLAN-E-ULTIMATE++,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,39,0.075425845103412
157,PLAN-NOSCALE,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,39,0.0662253973495491
158,Instance optimal,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,39,0.06620465738118345
159,Empirical mean (non-private),"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,39,0.06104079835128465
160,PLAN-E-ULTIMATE++,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,40,0.07298599294851538
161,PLAN-NOSCALE,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,40,0.0712777677212593
162,Instance optimal,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,40,0.06970798177639585
163,Empirical mean (non-private),"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,40,0.06625328124301469
164,PLAN-E-ULTIMATE++,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,41,0.0786917501439198
165,PLAN-NOSCALE,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,41,0.07166694689754932
166,Instance optimal,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,41,0.06612232980435684
167,Empirical mean (non-private),"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,41,0.06976069362521113
168,PLAN-E-ULTIMATE++,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,42,0.05784476747541089
169,PLAN-NOSCALE,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,42,0.06967303312781864
170,Instance optimal,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,42,0.0593878530608917
171,Empirical mean (non-private),"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,42,0.05411935406401826
172,PLAN-E-ULTIMATE++,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,43,0.0725496226330771
173,PLAN-NOSCALE,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,43,0.083350197626249
174,Instance optimal,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,43,0.06479309592686366
175,Empirical mean (non-private),"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,43,0.06214818283060652
176,PLAN-E-ULTIMATE++,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,44,0.08121710603233699
177,PLAN-NOSCALE,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,44,0.07345058085960007
178,Instance optimal,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,44,0.0718742689513029
179,Empirical mean (non-private),"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,44,0.07498120101745707
180,PLAN-E-ULTIMATE++,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,45,0.0802145495784006
181,PLAN-NOSCALE,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,45,0.07900623716606997
182,Instance optimal,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,45,0.07257531876815582
183,Empirical mean (non-private),"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,45,0.07323019740029751
184,PLAN-E-ULTIMATE++,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,46,0.07100447369893134
185,PLAN-NOSCALE,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,46,0.06604631282427062
186,Instance optimal,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,46,0.0715658643439716
187,Empirical mean (non-private),"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,46,0.06898435882549465
188,PLAN-E-ULTIMATE++,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,47,0.08440010338111986
189,PLAN-NOSCALE,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,47,0.08690759047846627
190,Instance optimal,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,47,0.08605689807798232
191,Empirical mean (non-private),"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,47,0.08636436211607768
192,PLAN-E-ULTIMATE++,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,48,0.07630615083966853
193,PLAN-NOSCALE,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,48,0.09564332879766246
194,Instance optimal,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,48,0.07039779715496693
195,Empirical mean (non-private),"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,48,0.0724649111819411
196,PLAN-E-ULTIMATE++,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,49,0.05522781288586408
197,PLAN-NOSCALE,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,49,0.07058352787000652
198,Instance optimal,"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,49,0.055923494598959365
199,Empirical mean (non-private),"(-100.0, 100.0)",4000,16,0.25,0,STRATEGY_UNIFORM,0,49,0.052011980877179884
0,PLAN-E-ULTIMATE++,"(-100.0, 100.0)",4000,16,0.5,0,STRATEGY_UNIFORM,0,0,0.07468044088229657
1,PLAN-NOSCALE,"(-100.0, 100.0)",4000,16,0.5,0,STRATEGY_UNIFORM,0,0,0.08490760538604743
2,Instance optimal,"(-100.0, 100.0)",4000,16,0.5,0,STRATEGY_UNIFORM,0,0,0.07278428745909056
3,Empirical mean (non-private),"(-100.0, 100.0)",4000,16,0.5,0,STRATEGY_UNIFORM,0,0,0.07125256116478805
4,PLAN-E-ULTIMATE++,"(-100.0, 100.0)",4000,16,0.5,0,STRATEGY_UNIFORM,0,1,0.06737934022018921
5,PLAN-NOSCALE,"(-100.0, 100.0)",4000,16,0.5,0,STRATEGY_UNIFORM,0,1,0.08819441977484159
6,Instance optimal,"(-100.0, 100.0)",4000,16,0.5,0,STRATEGY_UNIFORM,0,1,0.07095555599137401
7,Empirical mean (non-private),"(-100.0, 100.0)",4000,16,0.5,0,STRATEGY_UNIFORM,0,1,0.06703592184275163
8,PLAN-E-ULTIMATE++,"(-100.0, 100.0)",4000,16,0.5,0,STRATEGY_UNIFORM,0,2,0.050362910212768196
9,PLAN-NOSCALE,"(-100.0, 100.0)",4000,16,0.5,0,STRATEGY_UNIFORM,0,2,0.07496138443695799
10,Instance optimal,"(-100.0, 100.0)",4000,16,0.5,0,STRATEGY_UNIFORM,0,2,0.050971425050813354
11,Empirical mean (non-private),"(-100.0, 100.0)",4000,16,0.5,0,STRATEGY_UNIFORM,0,2,0.04669996302932828
12,PLAN-E-ULTIMATE++,"(-100.0, 100.0)",4000,16,0.5,0,STRATEGY_UNIFORM,0,3,0.050334490544376685
13,PLAN-NOSCALE,"(-100.0, 100.0)",4000,16,0.5,0,STRATEGY_UNIFORM,0,3,0.04515457592721729
14,Instance optimal,"(-100.0, 100.0)",4000,16,0.5,0,STRATEGY_UNIFORM,0,3,0.0424513717283482
15,Empirical mean (non-private),"(-100.0, 100.0)",4000,16,0.5,0,STRATEGY_UNIFORM,0,3,0.04207794580533551
16,PLAN-E-ULTIMATE++,"(-100.0, 100.0)",4000,16,0.5,0,STRATEGY_UNIFORM,0,4,0.05064911379375629
17,PLAN-NOSCALE,"(-100.0, 100.0)",4000,16,0.5,0,STRATEGY_UNIFORM,0,4,0.07111605052432475
18,Instance optimal,"(-100.0, 100.0)",4000,16,0.5,0,STRATEGY_UNIFORM,0,4,0.043242926437376684
19,Empirical mean (non-private),"(-100.0, 100.0)",4000,16,0.5,0,STRATEGY_UNIFORM,0,4,0.040740936069816984
20,PLAN-E-ULTIMATE++,"(-100.0, 100.0)",4000,16,0.5,0,STRATEGY_UNIFORM,0,5,0.07459653114932875
21,PLAN-NOSCALE,"(-100.0, 100.0)",4000,16,0.5,0,STRATEGY_UNIFORM,0,5,0.08113476731244589
22,Instance optimal,"(-100.0, 100.0)",4000,16,0.5,0,STRATEGY_UNIFORM,0,5,0.0749592276161873
23,Empirical mean (non-private),"(-100.0, 100.0)",4000,16,0.5,0,STRATEGY_UNIFORM,0,5,0.07117498491848687
24,PLAN-E-ULTIMATE++,"(-100.0, 100.0)",4000,16,0.5,0,STRATEGY_UNIFORM,0,6,0.06272924291644019
25,PLAN-NOSCALE,"(-100.0, 100.0)",4000,16,0.5,0,STRATEGY_UNIFORM,0,6,0.07360843855824488
26,Instance optimal,"(-100.0, 100.0)",4000,16,0.5,0,STRATEGY_UNIFORM,0,6,0.05914504472772694
27,Empirical mean (non-private),"(-100.0, 100.0)",4000,16,0.5,0,STRATEGY_UNIFORM,0,6,0.060948284672241636
28,PLAN-E-ULTIMATE++,"(-100.0, 100.0)",4000,16,0.5,0,STRATEGY_UNIFORM,0,7,0.0738060341704276
29,PLAN-NOSCALE,"(-100.0, 100.0)",4000,16,0.5,0,STRATEGY_UNIFORM,0,7,0.09006434721040335
